filename,width,height,class,xmin,ymin,xmax,ymax
00034.png,204,168,mound,55,82,97,123
00034.png,204,168,mound,93,25,150,80
00035.png,120,96,mound,50,28,83,54
00036.png,304,264,mound,31,97,85,141
00036.png,304,264,mound,111,74,184,138
00036.png,304,264,mound,199,8,239,50
00036.png,304,264,mound,203,59,248,101
00036.png,304,264,mound,249,60,285,96
00036.png,304,264,mound,253,147,300,191
00036.png,304,264,mound,158,190,188,218
00036.png,304,264,mound,206,190,236,220
00036.png,304,264,mound,240,192,271,224
00036.png,304,264,mound,193,228,239,264
00037.png,276,228,mound,36,18,73,55
00037.png,276,228,mound,54,91,95,127
00037.png,276,228,mound,106,161,153,203
00038.png,260,244,mound,31,44,82,91
00038.png,260,244,mound,133,39,225,135
00038.png,260,244,mound,135,160,215,227
00039.png,256,304,mound,156,249,202,288
00040.png,308,156,mound,17,19,86,79
00040.png,308,156,mound,215,28,280,80
00041.png,160,116,mound,111,10,145,39
00041.png,160,116,mound,24,68,55,97
00042.png,236,188,mound,172,119,224,182
00042.png,236,188,mound,36,63,90,115
00043.png,176,200,mound,91,8,148,69
00043.png,176,200,mound,53,149,109,200
00044.png,200,108,mound,42,40,77,75
00044.png,200,108,mound,90,37,126,76
00044.png,200,108,mound,120,26,156,63
00045.png,148,132,mound,54,33,102,82
00046.png,192,140,mound,56,39,103,79
00047.png,140,104,mound,56,26,101,65
00048.png,196,112,mound,66,30,134,96
00049.png,124,96,mound,42,22,80,56
00050.png,108,80,mound,39,21,63,41
00051.png,164,112,mound,59,27,128,89
00052.png,196,184,mound,145,130,174,184
00052.png,196,184,mound,74,85,125,136
00052.png,196,184,mound,30,131,72,170
00052.png,196,184,mound,79,53,110,83
00052.png,196,184,mound,58,20,83,44
00052.png,196,184,mound,14,16,58,62
00053.png,188,120,mound,33,34,65,71
00053.png,188,120,mound,37,73,79,111
00053.png,188,120,mound,80,51,111,81
00053.png,188,120,mound,153,58,182,84
00053.png,188,120,mound,110,8,161,54
00053.png,188,120,mound,55,2,98,43
00054.png,144,84,mound,105,25,124,46
00054.png,144,84,mound,37,6,115,77
00055.png,328,272,mound,40,235,81,272
00055.png,328,272,mound,25,127,71,166
00055.png,328,272,mound,176,139,220,184
00055.png,328,272,mound,233,126,272,165
00055.png,328,272,mound,266,8,313,53
00055.png,328,272,mound,192,6,230,45
00055.png,328,272,mound,169,46,213,91
00055.png,328,272,mound,156,25,182,49
00055.png,328,272,mound,77,130,110,164
00055.png,328,272,mound,115,25,144,55
00055.png,328,272,mound,94,47,120,72
00055.png,328,272,mound,71,169,93,190
00055.png,328,272,mound,37,196,71,230
00055.png,328,272,mound,72,196,108,233
00055.png,328,272,mound,112,155,138,180
00055.png,328,272,mound,120,115,158,150
00055.png,328,272,mound,110,2,134,26
00055.png,328,272,mound,97,85,132,118
00055.png,328,272,mound,123,61,161,100
00055.png,328,272,mound,237,61,282,113
00055.png,328,272,mound,75,29,104,59
00055.png,328,272,mound,195,119,216,137
00056.png,224,188,mound,77,20,106,46
00056.png,224,188,mound,38,89,61,112
00056.png,224,188,mound,14,108,40,135
00056.png,224,188,mound,111,111,154,148
00056.png,224,188,mound,22,143,52,169
00056.png,224,188,mound,171,51,215,90
00057.png,208,216,mound,134,91,185,140
00057.png,208,216,mound,90,136,141,185
00057.png,208,216,mound,40,134,79,171
00057.png,208,216,mound,22,183,52,208
00057.png,208,216,mound,1,118,29,148
00057.png,208,216,mound,163,9,194,37
00057.png,208,216,mound,154,41,190,74
00058.png,108,104,mound,35,18,98,76
00059.png,240,220,mound,27,6,69,47
00059.png,240,220,mound,82,83,125,126
00059.png,240,220,mound,191,145,228,177
00059.png,240,220,mound,130,115,166,151
00060.png,180,192,mound,124,55,174,101
00060.png,180,192,mound,73,113,129,165
00060.png,180,192,mound,15,90,56,133
00060.png,180,192,mound,68,46,100,76
00060.png,180,192,mound,55,89,88,128
00060.png,180,192,mound,90,65,122,98
00060.png,180,192,mound,41,17,66,41
00060.png,180,192,mound,107,34,126,51
00061.png,224,200,mound,63,19,101,54
00061.png,224,200,mound,178,44,210,90
00061.png,224,200,mound,117,106,170,158
00061.png,224,200,mound,79,106,119,141
00061.png,224,200,mound,7,107,35,136
00061.png,224,200,mound,8,66,45,106
00061.png,224,200,mound,42,70,85,112
00061.png,224,200,mound,44,116,74,140
00062.png,228,216,mound,17,146,62,207
00062.png,228,216,mound,61,124,128,194
00062.png,228,216,mound,100,76,147,119
00062.png,228,216,mound,182,13,213,77
00063.png,72,64,mound,34,20,72,58
00064.png,168,132,mound,52,14,132,111
00065.png,140,116,mound,62,9,104,49
00065.png,140,116,mound,52,71,88,105
00065.png,140,116,mound,90,54,118,82
00066.png,172,192,mound,60,14,104,59
00066.png,172,192,mound,79,61,140,115
00067.png,212,220,mound,11,81,85,149
00067.png,212,220,mound,78,25,122,67
00067.png,212,220,mound,29,25,75,70
00067.png,212,220,mound,86,161,139,209
00067.png,212,220,mound,141,125,189,168
00068.png,220,140,mound,55,11,93,42
00068.png,220,140,mound,16,36,54,72
00068.png,220,140,mound,85,54,114,75
00068.png,220,140,mound,90,76,145,121
00068.png,220,140,mound,167,83,203,119
00069.png,264,228,mound,214,46,264,96
00069.png,264,228,mound,139,123,186,168
00069.png,264,228,mound,96,139,140,182
00069.png,264,228,mound,99,84,144,130
00069.png,264,228,mound,47,174,73,209
00069.png,264,228,mound,6,191,36,228
00069.png,264,228,mound,27,139,58,169
00069.png,264,228,mound,0,171,39,189
00069.png,264,228,mound,83,61,105,85
00069.png,264,228,mound,10,51,38,86
00069.png,264,228,mound,70,17,95,45
00069.png,264,228,mound,50,52,73,75
00069.png,264,228,mound,37,30,57,47
00069.png,264,228,mound,96,4,123,27
00069.png,264,228,mound,226,169,264,204
00069.png,264,228,mound,165,96,199,120
00069.png,264,228,mound,188,98,229,132
00070.png,228,248,mound,15,188,64,230
00070.png,228,248,mound,86,131,120,163
00070.png,228,248,mound,128,121,168,161
00070.png,228,248,mound,170,110,202,141
00070.png,228,248,mound,118,77,153,111
00070.png,228,248,mound,141,4,170,28
00070.png,228,248,mound,199,71,228,109
00070.png,228,248,mound,168,63,195,90
00070.png,228,248,mound,76,183,111,210
00070.png,228,248,mound,113,161,140,185
00071.png,140,160,mound,6,107,33,133
00071.png,140,160,mound,103,54,136,85
00071.png,140,160,mound,59,12,104,52
00071.png,140,160,mound,15,45,54,81
00072.png,192,160,mound,86,1,131,43
00072.png,192,160,mound,45,43,89,83
00086.png,232,172,mound,38,15,59,34
00086.png,232,172,mound,49,75,70,93
00086.png,232,172,mound,76,69,100,94
00086.png,232,172,mound,97,57,115,72
00086.png,232,172,mound,109,76,129,97
00086.png,232,172,mound,96,103,119,126
00086.png,232,172,mound,139,136,164,157
00087.png,248,200,mound,125,6,145,25
00087.png,248,200,mound,28,36,54,65
00087.png,248,200,mound,26,65,41,77
00087.png,248,200,mound,122,113,146,134
00087.png,248,200,mound,152,110,171,125
00087.png,248,200,mound,210,79,237,99
00087.png,248,200,mound,179,114,197,129
00087.png,248,200,mound,79,109,110,134
00087.png,248,200,mound,40,103,54,114
00088.png,220,260,mound,149,162,204,245
00088.png,220,260,mound,112,80,174,132
00088.png,220,260,mound,3,23,83,75
00088.png,220,260,mound,43,84,63,103
00088.png,220,260,mound,42,132,65,159
00089.png,148,144,mound,18,11,51,43
00089.png,148,144,mound,68,74,132,134
00090.png,120,156,mound,68,113,83,125
00090.png,120,156,mound,61,82,76,96
00090.png,120,156,mound,89,91,104,105
00090.png,120,156,mound,13,10,35,29
00090.png,120,156,mound,77,49,95,66
00091.png,156,168,mound,42,140,59,158
00091.png,156,168,mound,69,102,89,119
00091.png,156,168,mound,93,132,112,149
00091.png,156,168,mound,126,25,145,42
00091.png,156,168,mound,86,7,106,27
00091.png,156,168,mound,57,35,74,50
00091.png,156,168,mound,47,72,74,88
00091.png,156,168,mound,40,97,61,116
00091.png,156,168,mound,116,122,135,141
00092.png,188,248,mound,145,6,164,27
00092.png,188,248,mound,120,136,139,156
00092.png,188,248,mound,166,121,182,135
00092.png,188,248,mound,75,68,99,88
00092.png,188,248,mound,4,34,22,48
00092.png,188,248,mound,21,83,42,104
00092.png,188,248,mound,0,101,20,116
00092.png,188,248,mound,3,216,19,229
00092.png,188,248,mound,17,173,34,187
00092.png,188,248,mound,26,190,43,206
00092.png,188,248,mound,44,121,71,144
00092.png,188,248,mound,82,130,102,148
00092.png,188,248,mound,73,163,95,179
00092.png,188,248,mound,30,49,49,64
00092.png,188,248,mound,150,100,164,113
00092.png,188,248,mound,41,166,55,177
00092.png,188,248,mound,52,200,72,219
00093.png,208,212,mound,139,17,155,35
00093.png,208,212,mound,99,36,120,57
00093.png,208,212,mound,177,38,196,55
00093.png,208,212,mound,176,90,195,107
00093.png,208,212,mound,179,137,201,155
00093.png,208,212,mound,190,191,208,205
00093.png,208,212,mound,148,114,173,135
00093.png,208,212,mound,156,172,180,193
00093.png,208,212,mound,124,160,144,182
00093.png,208,212,mound,96,127,112,142
00093.png,208,212,mound,70,54,90,70
00093.png,208,212,mound,72,138,87,153
00093.png,208,212,mound,58,158,73,171
00093.png,208,212,mound,52,177,68,191
00093.png,208,212,mound,93,184,113,203
00093.png,208,212,mound,116,116,131,129
00094.png,216,204,mound,158,11,180,27
00094.png,216,204,mound,180,36,200,58
00094.png,216,204,mound,134,37,156,57
00094.png,216,204,mound,99,14,116,30
00094.png,216,204,mound,108,37,128,54
00094.png,216,204,mound,119,61,140,80
00094.png,216,204,mound,138,92,155,108
00094.png,216,204,mound,156,117,178,137
00094.png,216,204,mound,187,168,205,183
00094.png,216,204,mound,27,67,42,78
00094.png,216,204,mound,48,3,62,15
00094.png,216,204,mound,57,31,76,48
00094.png,216,204,mound,78,89,94,106
00094.png,216,204,mound,66,54,87,72
00094.png,216,204,mound,89,113,107,130
00095.png,180,176,mound,101,2,121,22
00095.png,180,176,mound,118,81,141,101
00095.png,180,176,mound,86,139,108,162
00095.png,180,176,mound,15,156,32,171
00095.png,180,176,mound,95,87,119,114
00095.png,180,176,mound,59,69,84,90
00095.png,180,176,mound,152,60,171,78
00095.png,180,176,mound,21,118,38,134
00096.png,196,224,mound,133,24,157,47
00096.png,196,224,mound,172,7,196,29
00096.png,196,224,mound,72,42,98,62
00096.png,196,224,mound,64,131,88,153
00096.png,196,224,mound,60,82,78,99
00096.png,196,224,mound,108,99,127,116
00096.png,196,224,mound,128,93,149,111
00096.png,196,224,mound,169,200,189,224
00096.png,196,224,mound,130,186,150,203
00096.png,196,224,mound,107,152,127,173
00097.png,168,220,mound,17,176,42,201
00097.png,168,220,mound,56,160,81,182
00097.png,168,220,mound,48,108,71,130
00097.png,168,220,mound,96,173,122,196
00097.png,168,220,mound,134,32,164,57
00097.png,168,220,mound,77,91,104,116
00097.png,168,220,mound,139,90,163,115
00097.png,168,220,mound,141,60,161,81
00097.png,168,220,mound,117,146,141,170
00097.png,168,220,mound,88,146,112,167
00097.png,168,220,mound,89,126,111,145
00097.png,168,220,mound,92,74,114,93
00098.png,220,164,mound,122,19,145,43
00098.png,220,164,mound,120,73,146,98
00098.png,220,164,mound,116,117,142,143
00098.png,220,164,mound,102,47,127,67
00098.png,220,164,mound,188,55,211,79
00098.png,220,164,mound,83,7,106,30
00098.png,220,164,mound,43,50,67,70
00098.png,220,164,mound,11,131,47,152
00098.png,220,164,mound,7,40,32,64
00099.png,160,196,mound,7,137,62,188
00099.png,160,196,mound,60,5,84,24
00099.png,160,196,mound,85,24,101,38
00099.png,160,196,mound,90,64,107,82
00099.png,160,196,mound,2,6,24,29
00100.png,180,136,mound,79,90,99,109
00100.png,180,136,mound,120,3,143,23
00100.png,180,136,mound,136,46,157,67
00100.png,180,136,mound,138,84,158,102
00100.png,180,136,mound,46,101,69,119
00101.png,200,144,mound,56,87,78,102
00101.png,200,144,mound,79,72,101,92
00101.png,200,144,mound,155,25,172,40
00102.png,220,200,mound,81,3,192,109
00103.png,200,192,mound,87,22,167,102
00104.png,200,200,mound,68,25,155,95
00105.png,236,192,mound,206,137,236,165
00105.png,236,192,mound,56,79,96,127
00105.png,236,192,mound,166,83,211,127
00105.png,236,192,mound,134,38,180,82
00105.png,236,192,mound,106,118,129,148
00105.png,236,192,mound,109,158,131,178
00105.png,236,192,mound,135,158,153,177
00106.png,200,200,mound,48,4,87,38
00106.png,200,200,mound,63,48,97,80
00106.png,200,200,mound,103,65,133,89
00107.png,200,200,mound,43,41,71,67
00107.png,200,200,mound,71,39,100,69
00107.png,200,200,mound,73,74,92,92
00108.png,200,200,mound,100,15,145,68
00109.png,200,200,mound,77,29,116,67
00110.png,200,200,mound,57,24,120,96
00111.png,260,244,mound,107,6,145,90
00111.png,260,244,mound,119,180,172,233
00112.png,220,220,mound,19,36,37,53
00112.png,220,220,mound,131,28,161,58
00113.png,200,200,mound,58,38,102,82
00114.png,200,200,mound,39,19,177,148
00115.png,200,200,mound,37,17,179,136
00116.png,200,200,mound,9,12,69,72
00117.png,200,200,mound,80,23,182,168
00118.png,200,200,mound,70,45,154,119
00119.png,200,200,mound,33,15,122,92
00120.png,200,200,mound,36,26,78,72
00121.png,200,200,mound,41,23,118,103
00122.png,200,200,mound,54,32,82,96
00123.png,200,168,mound,30,19,127,116
00124.png,200,168,mound,56,18,116,74
00125.png,200,200,mound,49,22,113,74
00126.png,200,200,mound,36,12,59,31
00127.png,200,200,mound,45,17,99,74
00128.png,200,200,mound,58,17,125,73
00129.png,200,200,mound,66,28,148,109
00130.png,200,200,mound,35,12,86,64
00131.png,200,200,mound,40,27,114,88
00132.png,200,200,mound,69,23,161,95
00133.png,240,240,mound,163,175,219,220
00133.png,240,240,mound,120,5,160,34
00133.png,240,240,mound,40,77,80,116
00134.png,200,200,mound,46,29,79,53
00134.png,200,200,mound,108,59,130,75
00135.png,200,200,mound,138,76,178,126
00135.png,200,200,mound,42,18,80,40
00136.png,200,200,mound,58,23,166,138
00137.png,200,200,mound,71,30,140,105
00138.png,200,200,mound,62,22,155,119
00139.png,200,200,mound,60,11,179,125
00140.png,200,200,mound,70,30,117,80
00156.png,232,164,mound,129,106,148,125
00156.png,232,164,mound,96,123,110,137
00156.png,232,164,mound,65,134,84,152
00156.png,232,164,mound,5,76,22,95
00156.png,232,164,mound,4,110,23,131
00156.png,232,164,mound,40,88,60,109
00156.png,232,164,mound,35,116,55,135
00156.png,232,164,mound,30,20,56,42
00156.png,232,164,mound,34,147,52,164
00156.png,232,164,mound,90,144,107,164
00156.png,232,164,mound,163,135,185,158
00156.png,232,164,mound,187,147,206,164
00156.png,232,164,mound,210,122,228,139
00156.png,232,164,mound,111,30,136,53
00156.png,232,164,mound,88,60,112,76
00156.png,232,164,mound,76,15,103,32
00156.png,232,164,mound,96,100,116,119
00156.png,232,164,mound,150,81,166,96
00157.png,196,208,mound,9,29,40,58
00157.png,196,208,mound,72,26,99,51
00157.png,196,208,mound,109,8,141,36
00157.png,196,208,mound,147,170,169,189
00157.png,196,208,mound,167,68,196,97
00157.png,196,208,mound,123,52,143,72
00157.png,196,208,mound,136,75,158,97
00157.png,196,208,mound,87,132,120,162
00157.png,196,208,mound,123,98,143,118
00157.png,196,208,mound,80,54,109,80
00157.png,196,208,mound,27,177,54,203
00157.png,196,208,mound,3,136,28,162
00157.png,196,208,mound,51,96,81,128
00157.png,196,208,mound,13,71,50,98
00158.png,120,56,mound,85,8,98,19
00158.png,120,56,mound,17,36,34,50
00158.png,120,56,mound,9,3,31,23
