filename,classification
ID=17_x=09_y=13.png,0
ID=17_x=09_y=14.png,0
ID=17_x=09_y=15.png,0
ID=17_x=10_y=00.png,0
ID=17_x=10_y=01.png,0
ID=17_x=10_y=02.png,0
ID=17_x=10_y=03.png,0
ID=17_x=10_y=04.png,1
ID=17_x=10_y=05.png,0
ID=17_x=10_y=06.png,0
ID=17_x=10_y=07.png,0
ID=17_x=10_y=08.png,0
ID=17_x=10_y=09.png,0
ID=17_x=10_y=10.png,0
ID=17_x=10_y=11.png,1
ID=17_x=10_y=12.png,0
ID=17_x=10_y=13.png,0
ID=17_x=10_y=14.png,0
ID=17_x=10_y=15.png,0
ID=17_x=11_y=00.png,0
ID=17_x=11_y=01.png,0
ID=17_x=11_y=02.png,0
ID=17_x=11_y=03.png,1
ID=17_x=11_y=04.png,0
ID=17_x=11_y=05.png,0
ID=17_x=11_y=06.png,0
ID=17_x=11_y=07.png,0
ID=17_x=11_y=08.png,0
ID=17_x=11_y=09.png,0
ID=17_x=11_y=10.png,1
ID=17_x=11_y=11.png,1
ID=17_x=11_y=12.png,0
ID=17_x=11_y=13.png,0
ID=17_x=11_y=14.png,0
ID=17_x=11_y=15.png,0
ID=17_x=12_y=00.png,0
ID=17_x=12_y=01.png,0
ID=17_x=12_y=02.png,0
ID=17_x=12_y=03.png,1
ID=17_x=12_y=04.png,0
ID=17_x=12_y=05.png,0
ID=17_x=12_y=06.png,0
ID=17_x=12_y=07.png,0
ID=17_x=12_y=08.png,0
ID=17_x=12_y=09.png,exclude
ID=17_x=12_y=10.png,0
ID=17_x=12_y=11.png,1
ID=17_x=12_y=12.png,0
ID=17_x=12_y=13.png,0
ID=17_x=12_y=14.png,0
ID=17_x=12_y=15.png,0
ID=17_x=13_y=00.png,0
ID=17_x=13_y=01.png,0
ID=17_x=13_y=02.png,0
ID=17_x=13_y=03.png,1
ID=17_x=13_y=04.png,0
ID=17_x=13_y=05.png,0
ID=17_x=13_y=06.png,0
ID=17_x=13_y=07.png,0
ID=17_x=13_y=08.png,0
ID=17_x=13_y=09.png,exclude
ID=17_x=13_y=10.png,1
ID=17_x=13_y=11.png,0
ID=17_x=13_y=12.png,1
ID=17_x=13_y=13.png,exclude
ID=17_x=13_y=14.png,0
ID=17_x=13_y=15.png,0
ID=17_x=14_y=00.png,0
ID=17_x=14_y=01.png,0
ID=17_x=14_y=02.png,0
ID=17_x=14_y=03.png,1
ID=17_x=14_y=04.png,0
ID=17_x=14_y=05.png,0
ID=17_x=14_y=06.png,0
ID=17_x=14_y=07.png,0
ID=17_x=14_y=08.png,1
ID=17_x=14_y=09.png,1
ID=17_x=14_y=10.png,exclude
ID=17_x=14_y=11.png,0
ID=17_x=14_y=12.png,1
ID=17_x=14_y=13.png,0
ID=17_x=14_y=14.png,0
ID=17_x=14_y=15.png,0
ID=17_x=15_y=00.png,0
ID=17_x=15_y=01.png,0
ID=17_x=15_y=02.png,0
ID=17_x=15_y=03.png,1
ID=17_x=15_y=04.png,0
ID=17_x=15_y=05.png,0
ID=17_x=15_y=06.png,1
ID=17_x=15_y=07.png,1
ID=17_x=15_y=08.png,1
ID=17_x=15_y=09.png,0
ID=17_x=15_y=10.png,0
ID=17_x=15_y=11.png,0
ID=17_x=15_y=12.png,1
ID=17_x=15_y=13.png,1
ID=17_x=15_y=14.png,0
ID=17_x=15_y=15.png,0
ID=17_x=16_y=00.png,0
ID=17_x=16_y=01.png,0
ID=17_x=16_y=02.png,0
ID=17_x=16_y=03.png,1
ID=17_x=16_y=04.png,0
ID=17_x=16_y=05.png,1
ID=17_x=16_y=06.png,exclude
ID=17_x=16_y=07.png,0
ID=17_x=16_y=08.png,0
ID=17_x=16_y=09.png,0
ID=17_x=16_y=10.png,0
ID=17_x=16_y=11.png,0
ID=17_x=16_y=12.png,0
ID=17_x=16_y=13.png,1
ID=17_x=16_y=14.png,0
ID=17_x=16_y=15.png,0
ID=17_x=17_y=00.png,0
ID=17_x=17_y=01.png,0
ID=17_x=17_y=02.png,1
ID=17_x=17_y=03.png,1
ID=17_x=17_y=04.png,exclude
ID=17_x=17_y=05.png,0
ID=17_x=17_y=06.png,0
ID=17_x=17_y=07.png,0
ID=17_x=17_y=08.png,0
ID=17_x=17_y=09.png,0
ID=17_x=17_y=10.png,0
ID=17_x=17_y=11.png,0
ID=17_x=17_y=12.png,0
ID=17_x=17_y=13.png,exclude
ID=17_x=17_y=14.png,exclude
ID=17_x=17_y=15.png,0
ID=17_x=18_y=00.png,1
ID=17_x=18_y=01.png,1
ID=17_x=18_y=02.png,0
ID=17_x=18_y=03.png,1
ID=17_x=18_y=04.png,0
ID=17_x=18_y=05.png,0
ID=17_x=18_y=06.png,0
ID=17_x=18_y=07.png,0
ID=17_x=18_y=08.png,0
ID=17_x=18_y=09.png,0
ID=17_x=18_y=10.png,0
ID=17_x=18_y=11.png,exclude
ID=17_x=18_y=12.png,0
ID=17_x=18_y=13.png,0
ID=17_x=18_y=14.png,exclude
ID=17_x=18_y=15.png,exclude
ID=17_x=19_y=00.png,exclude
ID=17_x=19_y=01.png,0
ID=17_x=19_y=02.png,1
ID=17_x=19_y=03.png,exclude
ID=17_x=19_y=04.png,0
ID=17_x=19_y=05.png,0
ID=17_x=19_y=06.png,0
ID=17_x=19_y=07.png,0
ID=17_x=19_y=08.png,0
ID=17_x=19_y=09.png,0
ID=17_x=19_y=10.png,0
ID=17_x=19_y=11.png,0
ID=17_x=19_y=12.png,0
ID=17_x=19_y=13.png,0
ID=17_x=19_y=14.png,exclude
ID=17_x=19_y=15.png,exclude
ID=17_x=20_y=00.png,0
ID=17_x=20_y=01.png,0
ID=17_x=20_y=02.png,1
ID=17_x=20_y=03.png,0
ID=17_x=20_y=04.png,0
ID=17_x=20_y=05.png,0
ID=17_x=20_y=06.png,0
ID=17_x=20_y=07.png,0
ID=17_x=20_y=08.png,0
ID=17_x=20_y=09.png,0
ID=17_x=20_y=10.png,0
ID=17_x=20_y=11.png,0
ID=17_x=20_y=12.png,0
ID=17_x=20_y=13.png,0
ID=17_x=20_y=14.png,0
ID=17_x=20_y=15.png,0
ID=17_x=21_y=00.png,0
ID=17_x=21_y=01.png,0
ID=17_x=21_y=02.png,1
ID=17_x=21_y=03.png,0
ID=17_x=21_y=04.png,0
ID=17_x=21_y=05.png,0
ID=17_x=21_y=06.png,0
ID=17_x=21_y=07.png,0
ID=17_x=21_y=08.png,0
ID=17_x=21_y=09.png,0
ID=17_x=21_y=10.png,0
ID=17_x=21_y=11.png,0
ID=17_x=21_y=12.png,0
ID=17_x=21_y=13.png,0
ID=17_x=21_y=14.png,0
ID=17_x=21_y=15.png,0
ID=17_x=22_y=00.png,0
ID=17_x=22_y=01.png,0
ID=17_x=22_y=02.png,1
ID=17_x=22_y=03.png,0
ID=17_x=22_y=04.png,0
ID=17_x=22_y=05.png,0
ID=17_x=22_y=06.png,0
ID=17_x=22_y=07.png,0
ID=17_x=22_y=08.png,0
ID=17_x=22_y=09.png,0
ID=17_x=22_y=10.png,0
ID=17_x=22_y=11.png,0
ID=17_x=22_y=12.png,0
ID=17_x=22_y=13.png,0
ID=17_x=22_y=14.png,0
ID=17_x=22_y=15.png,0
ID=17_x=23_y=00.png,0
ID=17_x=23_y=01.png,0
ID=17_x=23_y=02.png,1
ID=17_x=23_y=03.png,0
ID=17_x=23_y=04.png,0
ID=17_x=23_y=05.png,0
ID=17_x=23_y=06.png,0
ID=17_x=23_y=07.png,0
ID=17_x=23_y=08.png,0
ID=17_x=23_y=09.png,0
ID=17_x=23_y=10.png,0
ID=17_x=23_y=11.png,0
ID=17_x=23_y=12.png,0
ID=17_x=23_y=13.png,0
ID=17_x=23_y=14.png,0
ID=17_x=23_y=15.png,0
