filename,width,height,class,xmin,ymin,xmax,ymax
ID=15_x=02_y=01.png,1024,1024,quanat,479,82,516,118
ID=15_x=02_y=00.png,1024,1024,quanat,265,13,298,46
ID=15_x=02_y=00.png,1024,1024,quanat,181,197,212,220
ID=15_x=02_y=00.png,1024,1024,quanat,137,330,169,362
ID=15_x=02_y=00.png,1024,1024,quanat,128,409,159,442
ID=15_x=02_y=00.png,1024,1024,quanat,105,498,136,528
ID=15_x=02_y=00.png,1024,1024,quanat,86,580,117,606
ID=15_x=02_y=00.png,1024,1024,quanat,259,118,286,146
ID=15_x=02_y=00.png,1024,1024,quanat,210,298,254,340
ID=15_x=02_y=00.png,1024,1024,quanat,71,66,103,93
ID=15_x=02_y=00.png,1024,1024,quanat,91,125,118,152
ID=15_x=02_y=00.png,1024,1024,quanat,285,518,322,561
ID=15_x=02_y=00.png,1024,1024,quanat,315,627,356,668
ID=15_x=02_y=00.png,1024,1024,quanat,260,688,289,721
ID=15_x=02_y=00.png,1024,1024,quanat,354,738,395,780
ID=15_x=02_y=00.png,1024,1024,quanat,391,846,428,884
ID=15_x=02_y=00.png,1024,1024,quanat,434,970,470,1004
ID=15_x=02_y=00.png,1024,1024,quanat,254,818,285,850
ID=15_x=02_y=02.png,1024,1024,quanat,189,98,227,134
ID=15_x=02_y=02.png,1024,1024,quanat,187,249,223,288
ID=15_x=02_y=02.png,1024,1024,quanat,178,397,216,434
ID=15_x=02_y=02.png,1024,1024,quanat,174,546,209,586
ID=15_x=02_y=02.png,1024,1024,quanat,170,694,202,732
ID=15_x=02_y=02.png,1024,1024,quanat,172,841,203,875
ID=15_x=02_y=02.png,1024,1024,quanat,172,982,209,1018
ID=15_x=02_y=02.png,1024,1024,quanat,993,702,1024,744
ID=15_x=02_y=02.png,1024,1024,quanat,937,532,987,576
ID=15_x=02_y=02.png,1024,1024,quanat,895,371,940,416
ID=15_x=02_y=02.png,1024,1024,quanat,842,206,886,249
ID=15_x=02_y=02.png,1024,1024,quanat,794,38,841,80
ID=15_x=03_y=01.png,1024,1024,quanat,967,6,1004,40
ID=15_x=03_y=01.png,1024,1024,quanat,973,96,1016,130
ID=15_x=03_y=01.png,1024,1024,quanat,977,193,1012,229
ID=15_x=03_y=01.png,1024,1024,quanat,981,288,1014,318
ID=15_x=03_y=01.png,1024,1024,quanat,982,388,1015,420
ID=15_x=03_y=01.png,1024,1024,quanat,985,482,1018,513
ID=15_x=03_y=01.png,1024,1024,quanat,994,676,1024,708
ID=15_x=02_y=03.png,1024,1024,quanat,197,764,236,806
ID=15_x=02_y=03.png,1024,1024,quanat,187,601,222,639
ID=15_x=02_y=03.png,1024,1024,quanat,181,438,212,472
ID=15_x=02_y=03.png,1024,1024,quanat,173,279,211,312
ID=15_x=02_y=03.png,1024,1024,quanat,174,101,210,137
ID=15_x=01_y=04.png,1024,1024,quanat,318,560,354,600
ID=15_x=01_y=04.png,1024,1024,quanat,304,374,334,409
ID=15_x=01_y=04.png,1024,1024,quanat,275,204,308,237
ID=15_x=01_y=04.png,1024,1024,quanat,255,41,284,73
ID=15_x=03_y=00.png,1024,1024,quanat,956,915,995,948
ID=15_x=03_y=00.png,1024,1024,quanat,952,818,992,857
ID=15_x=03_y=00.png,1024,1024,quanat,967,549,1006,585
ID=15_x=00_y=04.png,1024,1024,quanat,141,53,176,88
ID=15_x=00_y=04.png,1024,1024,quanat,870,23,911,64
ID=15_x=00_y=04.png,1024,1024,quanat,165,208,218,245
ID=15_x=03_y=02.png,1024,1024,quanat,9,858,56,903
ID=15_x=03_y=02.png,1024,1024,quanat,408,986,447,1020
ID=15_x=03_y=02.png,1024,1024,quanat,578,961,614,1001
ID=15_x=03_y=02.png,1024,1024,quanat,750,946,791,983
ID=15_x=04_y=00.png,1024,1024,quanat,312,3,350,39
ID=15_x=04_y=00.png,1024,1024,quanat,390,74,426,110
ID=15_x=04_y=00.png,1024,1024,quanat,487,143,517,181
ID=15_x=04_y=02.png,1024,1024,quanat,10,67,41,96
ID=15_x=04_y=02.png,1024,1024,quanat,18,187,52,219
ID=15_x=04_y=02.png,1024,1024,quanat,20,310,58,342
ID=15_x=04_y=02.png,1024,1024,quanat,19,425,57,463
ID=15_x=04_y=02.png,1024,1024,quanat,20,545,60,581
ID=15_x=04_y=02.png,1024,1024,quanat,27,644,61,685
ID=15_x=04_y=02.png,1024,1024,quanat,27,759,66,798
ID=15_x=04_y=02.png,1024,1024,quanat,34,853,72,895
ID=15_x=04_y=02.png,1024,1024,quanat,36,982,75,1022
ID=15_x=03_y=03.png,1024,1024,quanat,60,4,106,43
ID=15_x=03_y=03.png,1024,1024,quanat,111,173,156,215
ID=15_x=03_y=03.png,1024,1024,quanat,167,335,214,382
ID=15_x=03_y=03.png,1024,1024,quanat,223,500,270,545
ID=15_x=03_y=03.png,1024,1024,quanat,273,668,319,714
ID=15_x=03_y=03.png,1024,1024,quanat,229,0,272,19
ID=15_x=02_y=04.png,1024,1024,quanat,216,78,249,106
ID=15_x=02_y=04.png,1024,1024,quanat,228,241,267,279
ID=15_x=02_y=04.png,1024,1024,quanat,244,405,276,436
ID=15_x=02_y=04.png,1024,1024,quanat,272,725,307,758
ID=15_x=02_y=04.png,1024,1024,quanat,262,572,295,603
ID=15_x=03_y=04.png,1024,1024,quanat,390,8,432,49
ID=15_x=03_y=04.png,1024,1024,quanat,446,195,488,237
ID=15_x=03_y=04.png,1024,1024,quanat,507,369,541,408
ID=15_x=03_y=04.png,1024,1024,quanat,552,538,589,576
ID=15_x=03_y=04.png,1024,1024,quanat,593,710,631,749
ID=15_x=03_y=04.png,1024,1024,quanat,622,890,658,921
ID=15_x=04_y=03.png,1024,1024,quanat,51,102,87,141
ID=15_x=04_y=03.png,1024,1024,quanat,59,240,89,276
ID=15_x=04_y=03.png,1024,1024,quanat,167,129,213,172
ID=15_x=04_y=03.png,1024,1024,quanat,403,388,431,424
ID=15_x=04_y=03.png,1024,1024,quanat,536,494,563,527
